         1005618 function calls (987576 primitive calls) in 137.339 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 {method 'AddEnumDescriptor' of 'google.protobuf.pyext._message.DescriptorPool' objects}
        8    0.000    0.000    0.000    0.000 {method 'FindOneofByName' of 'google.protobuf.pyext._message.DescriptorPool' objects}
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:484(TF_Buffer)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:849(TF_AttrMetadata)
        1    0.000    0.000    0.000    0.000 python_api.py:341(ApproxDecimal)
        3    0.000    0.000    0.000    0.000 python.py:49(pyobj_property)
        1    0.000    0.000    0.000    0.000 legacy.py:4(<module>)
        3    0.000    0.000    0.000    0.000 structures.py:19(alias)
        1    0.000    0.000    0.000    0.000 <string>:5(ParameterSet)
        3    0.000    0.000    0.000    0.000 <attrs generated init 72a8212010340f5fc50b192354cd991363256d33>:1(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(TestResults)
        1    0.000    0.000    0.000    0.000 cmd.py:43(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        1    0.000    0.000    0.000    0.000 callers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 outcomes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:3(<module>)
        1    0.000    0.000    0.000    0.000 code.py:167(TracebackEntry)
        1    0.000    0.000    0.003    0.003 converters.py:3(<module>)
       18    0.000    0.000    0.000    0.000 _make.py:576(<genexpr>)
        1    0.000    0.000    0.000    0.000 _make.py:1804(_CountingAttr)
        1    0.000    0.000    0.000    0.000 <string>:5(ExtType)
        1    0.000    0.000    0.030    0.030 _tester.py:3(<module>)
        1    0.000    0.000    0.000    0.000 rewrite.py:616(AssertionRewriter)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:1795(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:1756(DataCol)
        1    0.000    0.000    0.000    0.000 panelnd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:40(AbstractEngine)
        1    0.000    0.000    0.000    0.000 <string>:5(Boxplot)
        1    0.000    0.000    0.000    0.000 transforms.py:2077(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2280(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 _compat.py:37(_mpl_ge_1_5_0)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        2    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       10    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       44    0.000    0.000    0.000    0.000 pyparsing.py:3572(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3858(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4479(delimitedList)
       10    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
        8    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3127(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:190(validate_axisbelow)
        2    0.000    0.000    0.000    0.000 rcsetup.py:477(validate_whiskers)
        1    0.000    0.000    0.000    0.000 series.py:2894(_sanitize_array)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:178(Grouper)
        1    0.000    0.000    0.000    0.000 imp.py:200(load_package)
        1    0.000    0.000    0.000    0.000 spawn.py:7(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:604(get_platform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
      2/1    0.000    0.000    0.000    0.000 pyparsing.py:3939(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4268(postParse)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4763(srange)
        6    0.000    0.000    0.000    0.000 version.py:338(<genexpr>)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.015    0.015 parser.py:5(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:658(date)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
       14    0.000    0.000    0.000    0.000 __init__.py:3185(<genexpr>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1040(ZipFile)
        4    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.025    0.025 __init__.py:556(__init__)
        1    0.000    0.000    0.025    0.025 __init__.py:569(_build_master)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
        5    0.000    0.000    0.000    0.000 copy.py:252(_keep_alive)
        4    0.000    0.000    0.000    0.000 re.py:204(split)
        3    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
       36    0.000    0.000    0.000    0.000 enum.py:866(<lambda>)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        7    0.000    0.000    0.000    0.000 os.py:746(decode)
        1    0.000    0.000    0.000    0.000 os.py:806(fsdecode)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:976(_get_parent_path)
       31    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       37    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
    14/13    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 format.py:1042(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 internals.py:2084(CategoricalBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2516(SparseBlock)
        2    0.000    0.000    0.000    0.000 decoder.py:334(decode)
        1    0.000    0.000    0.000    0.000 indexing.py:88(_NDFrameIndexer)
        1    0.000    0.000    0.000    0.000 internals.py:102(__init__)
        1    0.000    0.000    0.000    0.000 generic.py:3083(__setattr__)
       12    0.000    0.000    0.000    0.000 period.py:53(_field_accessor)
       31    0.000    0.000    0.000    0.000 offsets.py:2937(<genexpr>)
        1    0.000    0.000    0.000    0.000 frequencies.py:809(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 offsets.py:1560(Week)
        1    0.000    0.000    0.000    0.000 numeric.py:21(NumericIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:122(_join_i8_wrapper)
       15    0.000    0.000    0.000    0.000 strings.py:1318(_noarg_wrapper)
        1    0.000    0.000    0.000    0.000 dtypes.py:110(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 common.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 chart_bar.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_pie.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_line.py:8(<module>)
        1    0.000    0.000    0.000    0.000 styles.py:12(Styles)
        1    0.000    0.000    0.000    0.000 comments.py:14(Comments)
        1    0.000    0.000    0.000    0.000 comments.py:8(<module>)
        1    0.000    0.000    0.001    0.001 chart_area.py:8(<module>)
        1    0.000    0.000    0.000    0.000 packager.py:31(Packager)
        1    0.000    0.000    0.000    0.000 app.py:12(App)
        1    0.000    0.000    0.000    0.000 contenttypes.py:29(ContentTypes)
        1    0.000    0.000    0.000    0.000 contenttypes.py:8(<module>)
        1    0.000    0.000    0.000    0.000 core.py:9(<module>)
        1    0.000    0.000    0.000    0.000 shape.py:11(Shape)
        1    0.000    0.000    0.000    0.000 <string>:5(String)
        1    0.000    0.000    0.000    0.000 <string>:5(Blank)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:18(XMLwriter)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:11(<module>)
        8    0.000    0.000    0.000    0.000 config.py:782(inner)
        7    0.000    0.000    0.000    0.000 config.py:791(<listcomp>)
        7    0.000    0.000    0.000    0.000 config.py:792(<listcomp>)
        1    0.000    0.000    0.000    0.000 terminal.py:13(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2057(IPv6Interface)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
       53    0.000    0.000    0.000    0.000 __init__.py:234(u_safe)
        1    0.000    0.000    0.000    0.000 tzinfo.py:16(memorized_timedelta)
        8    0.000    0.000    0.000    0.000 core.py:8046(__init__)
        4    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        8    0.000    0.000    0.000    0.000 core.py:2548(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:3075(view)
        1    0.000    0.000    0.000    0.000 core.py:6045(mvoid)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1811(HermiteE)
        2    0.000    0.000    0.000    0.000 helper.py:245(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
       10    0.000    0.000    0.000    0.000 pytesttester.py:69(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:789(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        5    0.000    0.000    0.000    0.000 __init__.py:683(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:750(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1588(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(decorating_function)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 formatting.py:20(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:74(_register_custom_pandas_handlers)
       15    0.000    0.000    0.000    0.000 mock.py:1708(<genexpr>)
        1    0.000    0.000    0.000    0.000 lazy_loader.py:16(<module>)
        1    0.000    0.000    0.000    0.000 uniform.py:34(Uniform)
        5    0.000    0.000    0.000    0.000 tfprof_log_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 option_builder.py:15(<module>)
        1    0.000    0.000    0.000    0.000 device_lib.py:15(<module>)
        1    0.000    0.000    0.000    0.000 bernoulli.py:34(Bernoulli)
        1    0.000    0.000    0.001    0.001 bijector.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pandas_io.py:16(<module>)
        1    0.000    0.000    0.000    0.000 convolutional.py:41(_Conv)
        1    0.000    0.000    0.000    0.000 <string>:5(_IndicatorColumn)
        1    0.000    0.000    0.000    0.000 core.py:41(Dense)
       12    0.000    0.000    0.000    0.000 feature_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 learning_rate_decay.py:16(<module>)
        1    0.000    0.000    0.000    0.000 metric_keys.py:15(<module>)
        1    0.000    0.000    0.000    0.000 prediction_keys.py:15(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_BucketizedColumn)
        1    0.000    0.000    0.000    0.000 momentum.py:16(<module>)
        1    0.000    0.000    0.000    0.000 basic_loops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:160(Optimizer)
        1    0.000    0.000    0.000    0.000 adagrad_da.py:15(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:17(<module>)
        1    0.000    0.000    0.002    0.002 adadelta.py:16(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(ServingInputReceiver)
        1    0.000    0.000    0.000    0.000 queue_runner_impl.py:31(QueueRunner)
        5    0.000    0.000    0.000    0.000 queue_runner_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 session_manager.py:47(SessionManager)
        1    0.000    0.000    0.000    0.000 saver.py:948(Saver)
        4    0.000    0.000    0.000    0.000 encoder.py:500(_StructPackEncoder)
        1    0.000    0.000    0.000    0.000 template.py:154(Template)
        1    0.000    0.000    0.000    0.000 <string>:5(VarLenFeature)
        1    0.000    0.000    0.000    0.000 <string>:5(HasherSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(ReaderReadUpToV2)
        1    0.000    0.000    0.000    0.000 <string>:5(ReaderReadV2)
        1    0.000    0.000    0.000    0.000 io_ops.py:141(ReaderBase)
        1    0.000    0.000    0.000    0.000 session_ops.py:47(TensorHandle)
        1    0.000    0.000    0.000    0.000 <string>:5(Qr)
        1    0.000    0.000    0.000    0.000 <string>:5(SelfAdjointEigV2)
        1    0.000    0.000    0.000    0.000 <string>:5(Svd)
        1    0.000    0.000    0.000    0.000 gen_state_ops.py:686(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 gen_resource_variable_ops.py:250(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseAddGrad)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseFillEmptyRowsGrad)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseSparseMaximum)
        1    0.000    0.000    0.000    0.000 gen_spectral_ops.py:481(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseReduceSumSparse)
        1    0.000    0.000    0.000    0.000 <string>:5(SparseReorder)
        1    0.000    0.000    0.000    0.000 <string>:5(QuantizedBiasAdd)
        1    0.000    0.000    0.000    0.000 <string>:5(SoftmaxCrossEntropyWithLogits)
        1    0.000    0.000    0.000    0.000 <string>:5(MaxPoolWithArgmax)
        1    0.000    0.000    0.000    0.000 <string>:5(TopK)
        1    0.000    0.000    0.000    0.000 <string>:5(TopKV2)
        1    0.000    0.000    0.000    0.000 <string>:5(TensorArrayConcatV2)
        1    0.000    0.000    0.000    0.000 <string>:5(TensorArrayV3)
        1    0.000    0.000    0.000    0.000 <string>:5(Merge)
        1    0.000    0.000    0.000    0.000 <string>:5(RefSwitch)
        1    0.000    0.000    0.000    0.000 <string>:5(Switch)
        1    0.000    0.000    0.000    0.000 control_flow_ops.py:1484(CondContext)
        1    0.000    0.000    0.000    0.000 <string>:5(QuantizedMatMul)
        1    0.000    0.000    0.000    0.000 <string>:5(RequantizationRange)
        1    0.000    0.000    0.000    0.000 <string>:5(ListDiff)
        1    0.000    0.000    0.000    0.000 <string>:5(Unique)
        1    0.000    0.000    0.000    0.000 random_seed.py:17(<module>)
        4    0.000    0.000    0.000    0.000 tf_decorator.py:96(unwrap)
        1    0.000    0.000    0.000    0.000 op_def_registry.py:16(<module>)
        5    0.000    0.000    0.000    0.000 registry.py:40(__init__)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:24(Dimension)
        1    0.000    0.000    0.000    0.000 decorator_utils.py:16(<module>)
        1    0.000    0.000    0.000    0.000 device.py:16(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:343(RepeatedCompositeFieldContainer)
        1    0.000    0.000    0.000    0.000 message.py:44(Message)
       15    0.000    0.000    0.000    0.000 symbol_database.py:85(RegisterEnumDescriptor)
        1    0.000    0.000    0.000    0.000 code.py:137(TracebackEntry)
        1    0.000    0.000    0.000    0.000 _builtin.py:139(_tryimport)
        2    0.000    0.000    0.000    0.000 fixtures.py:972(__call__)
        1    0.000    0.000    0.000    0.000 fixtures.py:964(FixtureFunctionMarker)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
       11    0.000    0.000    0.000    0.000 doctest.py:133(register_optionflag)
        1    0.000    0.000    0.000    0.000 __init__.py:203(PytestPluginManager)
        1    0.000    0.000    0.000    0.000 warning_types.py:1(<module>)
       22    0.000    0.000    0.000    0.000 hooks.py:20(__call__)
        1    0.000    0.000    0.000    0.000 :1(FormattedExcinfoAttributes)
        1    0.000    0.000    0.000    0.000 truncate.py:6(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1366(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 table_schema.py:5(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:632(ExcelWriter)
        3    0.000    0.000    0.000    0.000 pytables.py:1496(set_name)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 list.py:12(SparseList)
        1    0.000    0.000    0.000    0.000 ticker.py:480(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:1130(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1655(AffineBase)
        1    0.000    0.000    0.000    0.000 rrule.py:93(<listcomp>)
        1    0.000    0.000    0.000    0.000 rrule.py:1393(_rrulestr)
        2    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        2    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
       11    0.000    0.000    0.000    0.000 _color_data.py:34(<genexpr>)
        2    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3974(__str__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
       43    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3020(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3061(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3090(__init__)
       11    0.000    0.000    0.000    0.000 rcsetup.py:76(_listify_validator)
        2    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_toolbar)
        2    0.000    0.000    0.000    0.000 __init__.py:540(_get_home)
        1    0.000    0.000    0.000    0.000 __init__.py:704(_get_data_path)
        1    0.000    0.000    0.000    0.000 window.py:684(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 _converter.py:48(register)
        1    0.000    0.000    0.000    0.000 series.py:284(_set_axis)
        1    0.000    0.000    0.000    0.000 series.py:2911(_try_cast)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
        6    0.000    0.000    0.000    0.000 _decorators.py:9(deprecate)
        1    0.000    0.000    0.000    0.000 dist.py:1012(DistributionMetadata)
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3513(<genexpr>)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.001    0.001 specifiers.py:214(LegacySpecifier)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:433(__delitem__)
        1    0.000    0.000    0.003    0.003 version.py:191(Version)
        1    0.000    0.000    0.000    0.000 inspect.py:2384(_ParameterKind)
       38    0.000    0.000    0.000    0.000 inspect.py:2487(default)
       21    0.000    0.000    0.000    0.000 inspect.py:2495(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2402(Parameter)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        2    0.000    0.000    0.000    0.000 subprocess.py:773(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:1401(_try_wait)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 __init__.py:2375(EntryPoint)
        2    0.000    0.000    0.001    0.001 __init__.py:3016(parse_requirements)
        1    0.000    0.000    0.000    0.000 __init__.py:3068(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:553(WorkingSet)
        1    0.000    0.000    0.000    0.000 __init__.py:959(Environment)
        3    0.000    0.000    0.000    0.000 gettext.py:506(translation)
        1    0.000    0.000    0.000    0.000 locale.py:631(getpreferredencoding)
       34    0.000    0.000    0.000    0.000 copy.py:190(_deepcopy_atomic)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        1    0.000    0.000    0.000    0.000 re.py:179(search)
        4    0.000    0.000    0.000    0.000 __init__.py:137(_declare_state)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 local.py:26(Stat)
        2    0.000    0.000    0.005    0.002 apipkg.py:68(importobj)
        1    0.000    0.000    0.000    0.000 format.py:96(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:150(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:332(TableFormatter)
        1    0.000    0.000    0.000    0.000 internals.py:2358(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 indexing.py:1555(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 generic.py:117(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:2258(FY5253)
        1    0.000    0.000    0.000    0.000 offsets.py:589(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:582(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:1114(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1142(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1401(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1765(LastWeekOfMonth)
        6    0.000    0.000    0.000    0.000 timedeltas.py:39(_td_index_cmp)
        1    0.000    0.000    0.000    0.000 category.py:640(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 category.py:688(_add_accessors)
       12    0.000    0.000    0.000    0.000 ops.py:749(_comp_method_SERIES)
        6    0.000    0.000    0.000    0.000 base.py:3706(_make_compare)
       20    0.000    0.000    0.000    0.000 base.py:3918(_make_evaluate_unary)
       14    0.000    0.000    0.000    0.000 base.py:3982(_make_invalid_op)
        1    0.000    0.000    0.000    0.000 groupby.py:2389(Grouping)
        1    0.000    0.000    0.000    0.000 groupby.py:4291(PanelGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:4386(DataSplitter)
       50    0.000    0.000    0.000    0.000 common.py:32(outer)
        6    0.000    0.000    0.000    0.000 categorical.py:45(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 cast.py:771(maybe_infer_to_datetimelike)
        5    0.000    0.000    0.000    0.000 common.py:190(is_categorical)
        2    0.000    0.000    0.000    0.000 common.py:1823(_validate_date_like_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:126(__new__)
        1    0.000    0.000    0.000    0.000 chart_column.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_pie.py:12(ChartPie)
        1    0.000    0.000    0.000    0.000 chart_radar.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_scatter.py:12(ChartScatter)
        1    0.000    0.000    0.000    0.000 styles.py:9(<module>)
        1    0.000    0.000    0.000    0.000 vml.py:9(<module>)
        1    0.000    0.000    0.000    0.000 app.py:9(<module>)
        1    0.000    0.000    0.000    0.000 custom.py:9(<module>)
        1    0.000    0.000    0.000    0.000 format.py:9(<module>)
        4    0.000    0.000    0.000    0.000 config.py:219(__init__)
        3    0.000    0.000    0.000    0.000 config.py:528(_select_options)
        1    0.000    0.000    0.000    0.000 console.py:14(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 console.py:3(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:494(_register_xlsx)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        2    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:580(iteritems)
        2    0.000    0.000    0.000    0.000 six.py:800(with_metaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:375(_FixedOffset)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:238(__init__)
        4    0.000    0.000    0.000    0.000 core.py:3345(dtype)
        2    0.000    0.000    0.000    0.000 core.py:6333(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6241(MaskedConstant)
        2    0.000    0.000    0.000    0.000 core.py:6434(__init__)
        1    0.000    0.000    0.000    0.000 pytesttester.py:26(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1007(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1220(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:2348(_get_formatter)
        5    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
