         1005618 function calls (987576 primitive calls) in 137.339 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 doctest.py:430(Example)
        1    0.000    0.000    0.000    0.000 warning_types.py:4(PytestWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:12(PytestDeprecationWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:20(RemovedInPytest4Warning)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 83d2edee681e4337fb4d1126047ced8d76062497>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 83d2edee681e4337fb4d1126047ced8d76062497>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UsageError)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(PrintHelp)
        1    0.000    0.000    0.000    0.000 debugging.py:149(PdbInvoke)
        1    0.000    0.000    0.000    0.000 _tracing.py:67(_TracedHookExecution)
        1    0.000    0.000    0.000    0.000 callers.py:27(HookCallError)
        2    0.000    0.000    0.000    0.000 hooks.py:17(__init__)
        1    0.000    0.000    0.000    0.000 hooks.py:65(__init__)
        1    0.000    0.000    0.000    0.000 hooks.py:57(HookimplMarker)
        1    0.000    0.000    0.000    0.000 hooks.py:189(_HookRelay)
        1    0.000    0.000    0.000    0.000 hooks.py:336(HookImpl)
        1    0.000    0.000    0.000    0.000 compat.py:425(CaptureIO)
        1    0.000    0.000    0.000    0.000 outcomes.py:46(Failed)
        1    0.000    0.000    0.000    0.000 outcomes.py:52(Exit)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 0d949fa95392a0e0b0ffada2582fd4570007f46d>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash f6c65a6e64121ccdb2b86c94c4307d4d22c02927>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq a9dc62c45b46fbbefc1452e7034540b701b67bb1>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq a811577e60d2eaaa10211eb41e0a6fedb52abe68>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash 07eeb15f57bfd99ed84eed207b4cba71f54cf707>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash 7288a60464b4b0a65c9147ce89d9e15ce0fefe55>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 7fa391520e2e52d4103c11603e76f86aa306477c>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:17(__call__)
        1    0.000    0.000    0.000    0.000 validators.py:13(_InstanceOfValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated hash ca2ef1c89a6346315d46e580b72cce5e687ecf21>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init b9b268420a0b58f8553085e39bd4957d7a53a5cd>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash cc4b13edca4b177fd341543b2441b92837341b8e>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 1712966da775d03255f93aa023a4fb82294e9766>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq fb4841184fb26533fbf9786763245f58510a261d>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init fb4841184fb26533fbf9786763245f58510a261d>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash ac16c9c836cdc161a8948f5ac27bc25afb424825>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init a399a8703f2fff692d681e2eda974951c2afaf88>:1(<module>)
        1    0.000    0.000    0.000    0.000 manager.py:16(PluginValidationError)
        1    0.000    0.000    0.000    0.000 code.py:863(ExceptionRepr)
        1    0.000    0.000    0.000    0.000 code.py:876(ExceptionChainRepr)
        1    0.000    0.000    0.000    0.000 code.py:932(ReprTracebackNative)
        1    0.000    0.000    0.000    0.000 code.py:939(ReprEntryNative)
        1    0.000    0.000    0.000    0.000 code.py:985(ReprFileLocation)
        1    0.000    0.000    0.000    0.000 code.py:1002(ReprLocals)
        3    0.000    0.000    0.000    0.000 converters.py:21(optional_converter)
        1    0.000    0.000    0.000    0.000 converters.py:10(optional)
        7    0.000    0.000    0.000    0.000 _make.py:565(<listcomp>)
        2    0.000    0.000    0.000    0.000 _make.py:1936(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(AttrsAttributeNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(DefaultAlreadySetError)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(UnannotatedAttributeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:52(PythonTooOldError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(OutOfData)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(UnpackValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(ExtraData)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(PackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(PackValueError)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:58(DummyRewriteHook)
        1    0.000    0.000    0.000    0.000 __init__.py:65(AssertionState)
        1    0.000    0.000    0.000    0.000 sql.py:926(PandasSQL)
        1    0.000    0.000    0.000    0.000 stata.py:453(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:463(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:474(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 stata.py:822(StataParser)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:111(Unpickler)
        1    0.000    0.000    0.000    0.000 json.py:94(SeriesWriter)
        1    0.000    0.000    0.000    0.000 sql.py:30(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 sql.py:34(DatabaseError)
        1    0.000    0.000    0.000    0.000 pytables.py:2711(LegacyFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2720(LegacySeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2763(SparseFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2917(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2922(PanelFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3867(LegacyPanelTable)
        1    0.000    0.000    0.000    0.000 pytables.py:3874(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4214(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:289(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:354(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:479(Expr)
        1    0.000    0.000    0.000    0.000 pytables.py:566(TermValue)
        1    0.000    0.000    0.000    0.000 excel.py:913(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 excel.py:1533(_XlsxWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:115(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 pytables.py:123(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:144(DuplicateWarning)
        3    0.000    0.000    0.000    0.000 pytables.py:1511(set_pos)
        1    0.000    0.000    0.000    0.000 pytables.py:1822(set_data)
        1    0.000    0.000    0.000    0.000 pytables.py:2192(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 parsers.py:3306(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 panel.py:1584(LongPanel)
        1    0.000    0.000    0.000    0.000 ops.py:445(Div)
        1    0.000    0.000    0.000    0.000 ops.py:539(FuncNode)
        1    0.000    0.000    0.000    0.000 engines.py:19(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 engines.py:100(NumExprEngine)
        1    0.000    0.000    0.000    0.000 _core.py:1401(PiePlot)
        3    0.000    0.000    0.000    0.000 expr.py:208(disallow)
        1    0.000    0.000    0.000    0.000 expr.py:250(add_ops)
        1    0.000    0.000    0.000    0.000 _core.py:866(HexBinPlot)
        1    0.000    0.000    0.000    0.000 transforms.py:2582(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 ticker.py:303(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:389(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:429(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1102(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1420(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1521(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:2316(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2391(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 dates.py:603(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1116(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1180(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1205(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1233(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1260(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1280(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1300(SecondLocator)
        1    0.000    0.000    0.000    0.000 colors.py:703(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:1399(LightSource)
        2    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3262(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3382(setResultsName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3552(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3821(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3983(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4251(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4255(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4263(Combine)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4325(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4328(Dict)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4412(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4393(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4419(OnlyOnce)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4933(makeHTMLTags)
        2    0.000    0.000    0.000    0.000 rcsetup.py:500(update_savefig_format)
        2    0.000    0.000    0.000    0.000 rcsetup.py:626(validate_bbox)
        2    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
        2    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:287(ParseSyntaxException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3004(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3126(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3133(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3209(StringStart)
        1    0.000    0.000    0.000    0.000 cbook.py:2152(<listcomp>)
        1    0.000    0.000    0.000    0.000 cbook.py:2724(TimeoutError)
        1    0.000    0.000    0.000    0.000 cbook.py:2710(Locked)
        1    0.000    0.000    0.000    0.000 rcsetup.py:54(ValidateInStrings)
        2    0.000    0.000    0.000    0.000 rcsetup.py:148(deprecate_axes_hold)
        2    0.000    0.000    0.000    0.000 rcsetup.py:180(validate_string_or_None)
        2    0.000    0.000    0.000    0.000 rcsetup.py:202(validate_dpi)
        2    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 rcsetup.py:300(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 rcsetup.py:326(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:325(validate_nseq_int)
        4    0.000    0.000    0.000    0.000 rcsetup.py:346(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 _converter.py:272(PandasAutoDateLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:263(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:455(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 __init__.py:496(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 __init__.py:1031(is_url)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:313(tofloat)
        1    0.000    0.000    0.000    0.000 cbook.py:325(toint)
        1    0.000    0.000    0.000    0.000 cbook.py:559(silent_list)
        1    0.000    0.000    0.000    0.000 cbook.py:585(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:1024(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 accessors.py:216(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:241(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1500(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1558(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1611(DataHandler)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        2    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 base.py:252(GroupByError)
        1    0.000    0.000    0.000    0.000 base.py:256(DataError)
        1    0.000    0.000    0.000    0.000 base.py:260(SpecificationError)
